1,??????,28,????? ??????,1283000420,?????? ??? -????? 617226,? 0.00,? 0.00,0,? 0.00
,,,"????? ?????? ??""?",,,"? 16,000.00",? 86.60,0,"?-15,913.40"
1,??????,31,?????,1312200410,"??""? ?? ????","? 25,000.00","? 2,454.60",0,"?-22,545.40"
1,??????,31,?????,1312200920,"????.?.?????? ??""?","? 400,000.00",? 0.00,0,"?-400,000.00"
1,??????,31,?????,1312300410,??'? ?? ???? ????,"? 85,000.00","? 19,436.13",0,"?-65,563.87"
1,??????,31,?????,1312400420,????? ??? ?????-?? ????,"? 25,000.00","? 13,200.00",0,"?-11,800.00"
1,??????,31,?????,1312500420,????'????? ????? ??'?,"? 300,000.00","? 25,309.36",0,"?-274,690.64"
1,??????,31,?????,1313200420,??????? ??? ???,? 0.00,"? 105,625.00",0,"? 105,625.00"
1,??????,31,?????,1313200920,????.?.?????? ?'??,"? 505,000.00",? 0.00,0,"?-505,000.00"
1,??????,31,?????,1313300420,????'???????,"? 115,000.00",? 0.00,0,"?-115,000.00"
1,??????,31,?????,1313800420,?????? ??? ?????,"? 100,000.00","? 3,616.00",0,"?-96,384.00"
1,??????,31,?????,1317100920,"????""? ????'?.??????","? 20,000.00",? 0.00,0,"?-20,000.00"
1,??????,31,?????,1317300420,???? ?????-??????,"? 386,000.00","? 126,585.07",0,"?-259,414.93"
1,??????,31,?????,1317300920,????' ??.?????-?????????,"? 92,000.00",? 0.00,0,"?-92,000.00"
1,??????,31,?????,1317800420,????? ???????,"? 35,000.00",? 0.00,0,"?-35,000.00"
1,??????,31,?????,1317800920,????' ??.?????-?????,"? 100,000.00",? 0.00,0,"?-100,000.00"
1,??????,31,?????,1319300420,?????? ?????,"? 6,000.00","? 9,380.00",0,"? 3,380.00"
1,??????,31,?????,1319300920,????' ???? ?????? ???????,"? 20,000.00",? 0.00,0,"?-20,000.00"
,,,"????? ??""?",,,"? 2,214,000.00","? 305,606.16",0,"?-1,908,393.84"
1,??????,32,?????,1323000420,????. ?????? ??????,"? 2,000.00",? 0.00,0,"?-2,000.00"
1,??????,32,?????,1324300420,????? ????,"? 330,000.00",? 0.00,0,"?-330,000.00"
1,??????,32,?????,1326100420,????? ???? ????,"? 3,400,000.00","? 968,292.70",0,"?-2,431,707.30"
1,??????,32,?????,1326400420,?????? ???????????,"? 1,400,000.00",? 0.00,0,"?-1,400,000.00"
1,??????,32,?????,1329300420,?????? ?????,? 0.00,? 0.00,0,? 0.00
,,,"????? ??""?",,,"? 5,132,000.00","? 968,292.70",0,"?-4,163,707.30"
1,??????,34,?????,1340000930,????' ?.??????,"? 519,000.00","? 46,353.00",0,"?-472,647.00"
1,??????,34,?????,1344400420,??????? ?????? ?????? +,"? 330,000.00",? 0.00,0,"?-330,000.00"
,,,"????? ??""?",,,"? 849,000.00","? 46,353.00",0,"?-802,647.00"
1,??????,44,??????,1440000420,????? ?????? ????,"? 400,000.00","? 50,983.91",0,"?-349,016.09"
1,??????,44,??????,1443100420,????? ????,"? 600,000.00",? 0.00,0,"?-600,000.00"
1,??????,44,??????,1443200420,????? ?????-????? ??? ????,"? 100,000.00",? 0.00,0,"?-100,000.00"
,,,"?????? ??""?",,,"? 1,100,000.00","? 50,983.91",0,"?-1,049,016.09"
1,??????,51,????? ????? ?????? ????? ??????,1511000661,?????,"? 650,000.00",? 0.00,0,"?-650,000.00"
,,,"????? ????? ?????? ????? ?????? ??""?",,,"? 650,000.00",? 0.00,0,"?-650,000.00"
1,??????,58,????? ??????,1581100420,????? ?????? ??????,"? 273,000.00",? 0.00,0,"?-273,000.00"
,,,"????? ?????? ??""?",,,"? 273,000.00",? 0.00,0,"?-273,000.00"
1,??????,59,???? ?????? ??????? ???????,1591300661,????? ???????? ??????,"? 3,000.00",? 370.95,0,"?-2,629.05"
1,??????,59,???? ?????? ??????? ???????,1591300990,???'????? ?.??????,"? 900,000.00",? 0.00,0,"?-900,000.00"
1,??????,59,???? ?????? ??????? ???????,1591908590,????? ???? ????? ???? ????? ?????,"? 7,741,000.00",? 0.00,0,"?-7,741,000.00"
,,,"???? ?????? ??????? ??????? ??""?",,,"? 8,644,000.00",? 370.95,0,"?-8,643,629.05"
,"?????? ??""?",,,,,"? 35,312,000.00","? 11,579,997.19",0,"?-23,732,002.81"
2,??????,61,????? ????,1611000110,??? ??? ?????,"?-716,000.00","?-167,378.16",0,"? 548,621.84"
2,??????,61,????? ????,1612000110,???? ????,"?-90,000.00","?-18,546.96",0,"? 71,453.04"
2,??????,61,????? ????,1612000750,???? ?????? ????,"?-47,000.00","?-11,749.77",-35250.23,? 0.00
2,??????,61,????? ????,1613100110,?????? ?????,"?-142,000.00","?-31,200.88",0,"? 110,799.12"
2,??????,61,????? ????,1613100430,???-??-???? ?????,"?-9,000.00",?-530.40,-3469.53,"? 5,000.07"
2,??????,61,????? ????,1613100471,????? ?????? ????,"?-10,000.00","?-2,456.83",-3121.01,"? 4,422.16"
2,??????,61,????? ????,1613100472,????? ???? ????? ???????,"?-12,000.00",? 0.00,0,"? 12,000.00"
2,??????,61,????? ????,1613100510,?????,"?-36,000.00","?-5,690.96",-4564.33,"? 25,744.71"
2,??????,61,????? ????,1613100521,????????? ??????,"?-150,000.00","?-48,807.30",0,"? 101,192.70"
2,??????,61,????? ????,1613100522,?????? ????????,"?-38,000.00","?-8,525.38",0,"? 29,474.62"
2,??????,61,????? ????,1613100523,??????? ???????,"?-8,000.00","?-2,273.30",0,"? 5,726.70"
2,??????,61,????? ????,1613100540,????? ????,"?-135,000.00","?-14,173.12",0,"? 120,826.88"
2,??????,61,????? ????,1613100542,?????? ??????,"?-300,000.00","?-65,402.97",-112319.99,"? 122,277.04"
2,??????,61,????? ????,1613100560,??????? ???????,"?-65,000.00","?-8,590.07",-41.89,"? 56,368.04"
2,??????,61,????? ????,1613200560,?????? ?????? ?????,"?-70,000.00","?-25,570.58",-10296,"? 34,133.42"
2,??????,61,????? ????,1614000750,????? ??? ???????,"?-221,000.00","?-42,155.20",-118531.8,"? 60,313.00"
2,??????,61,????? ????,1614000780,?????? ??????,"?-20,000.00",? 0.00,-4908,"? 15,092.00"
2,??????,61,????? ????,1614000781,????? ?????,"?-26,000.00",? 0.00,-4680,"? 21,320.00"
2,??????,61,????? ????,1614100750,???? ?????? ????????,"?-60,000.00",? 0.00,0,"? 60,000.00"
2,??????,61,????? ????,1617000750,???? ????? ????,"?-540,000.00","?-138,024.42",0,"? 401,975.58"
2,??????,61,????? ????,1619000780,??????,"?-20,000.00",? 0.00,0,"? 20,000.00"
,,,"????? ???? ??""?",,,"?-2,715,000.00","?-591,076.30",-297182.78,"? 1,826,740.92"
2,??????,62,????? ????,1621000110,???? ??????,"?-370,000.00","?-89,604.61",0,"? 280,395.39"
2,??????,62,????? ????,1621000530,?????? ????-?????,"?-75,000.00","?-13,126.14",0,"? 61,873.86"
2,??????,62,????? ????,1621100750,???,"?-225,000.00","?-55,761.63",-169238.37,? 0.00
2,??????,62,????? ????,1621200750,???? ??????,"?-50,000.00","?-7,830.00",-20170,"? 22,000.00"
2,??????,62,????? ????,1621300750,?????? - ???'?,"?-430,000.00","?-102,510.00",-307489.98,"? 20,000.02"
2,??????,62,????? ????,1623000750,????? ????,"?-215,000.00","?-28,473.00",-79324,"? 107,203.00"
,,,"????? ???? ??""?",,,"?-1,365,000.00","?-297,305.38",-576222.35,"? 491,472.27"
2,??????,63,?????? ?????,1631000610,?????? ???????,"?-50,000.00","?-6,727.14",0,"? 43,272.86"
2,??????,63,?????? ?????,1631000611,???? ?????? ?????,"?-180,000.00","?-82,843.83",0,"? 97,156.17"
,,,"?????? ????? ??""?",,,"?-230,000.00","?-89,570.97",0,"? 140,429.03"
2,??????,71,??????,1712200110,??? ????? ??????,"?-122,000.00","?-29,498.67",0,"? 92,501.33"
2,??????,71,??????,1712300750,???? ???? ????,"?-1,850,000.00","?-495,390.93",0,"? 1,354,609.07"
2,??????,71,??????,1714000750,?????? ?' ??????,"?-49,000.00","?-10,089.00",0,"? 38,911.00"
2,??????,71,??????,1714300750,?????? ????? ?????? ??' ??????,"?-90,000.00","?-9,685.20",-372.25,"? 79,942.55"
2,??????,71,??????,1715300750,??' ??????-??.??????,"?-146,000.00","?-35,049.00",-1825.2,"? 109,125.80"
,,,"?????? ??""?",,,"?-2,257,000.00","?-579,712.80",-2197.45,"? 1,675,089.75"
2,??????,72,????? ??????,1722000750,?????-???? ?????,"?-620,000.00","?-177,062.28",-429003.02,"? 13,934.70"
2,??????,72,????? ??????,1723000812,????? ?????,"?-26,000.00","?-5,312.00",0,"? 20,688.00"
2,??????,72,????? ??????,1724000830,?????-????? ????,"?-86,000.00",? 0.00,0,"? 86,000.00"
2,??????,72,????? ??????,1725000110,???? ????,"?-111,000.00","?-26,705.07",0,"? 84,294.93"
2,??????,72,????? ??????,1725000530,"??????-??""?","?-30,000.00","?-15,587.14",0,"? 14,412.86"
2,??????,72,????? ??????,1725000780,???? ????,"?-110,000.00","?-21,306.02",-6903,"? 81,790.98"
2,??????,72,????? ??????,1725100110, ??'?,"?-64,000.00","?-13,354.62",0,"? 50,645.38"
2,??????,72,????? ??????,1726000740,??'?/??'?,"?-18,000.00",?-289.60,0,"? 17,710.40"
2,??????,72,????? ??????,1726000750,????? ?????,"?-97,000.00","?-80,542.46",-2106,"? 14,351.54"
,,,"????? ?????? ??""?",,,"?-1,162,000.00","?-340,159.19",-438012.02,"? 383,828.79"
2,??????,73,????? ????? ???,1730000540,??????-?????,"?-10,000.00","?-1,248.07",0,"? 8,751.93"
2,??????,73,????? ????? ???,1730000570,?????? ?????? ?????,"?-215,000.00","?-10,752.00",0,"? 204,248.00"
2,??????,73,????? ????? ???,1730000750,?????-????? ??????,"?-600,000.00","?-74,691.04",-12985.27,"? 512,323.69"
2,??????,73,????? ????? ???,1731000110, ????? ?????,"?-362,000.00","?-68,349.19",0,"? 293,650.81"
2,??????,73,????? ????? ???,1731000530,?????? ????? ?????,"?-75,000.00","?-9,712.53",0,"? 65,287.47"
2,??????,73,????? ????? ???,1731000750,"???? ??????,?????","?-150,000.00",? 0.00,-8839.35,"? 141,160.65"
2,??????,73,????? ????? ???,1731100110,?????? ??'?????,"?-117,000.00","?-23,659.36",0,"? 93,340.64"
2,??????,73,????? ????? ???,1731200110, ???????-?????,"?-96,000.00","?-20,572.82",0,"? 75,427.18"
2,??????,73,????? ????? ???,1731200750,????? ???????,"?-1,200,000.00","?-130,566.00",0,"? 1,069,434.00"
2,??????,73,????? ????? ???,1731200930,????? ??? ???????,"?-89,000.00",? 0.00,0,"? 89,000.00"
2,??????,73,????? ????? ???,1731300110,??? ???????,"?-133,000.00","?-37,143.77",0,"? 95,856.23"
2,??????,73,????? ????? ???,1731300750,???? ????? ???????,"?-95,000.00","?-15,952.50",-77933.71,"? 1,113.79"
2,??????,73,????? ????? ???,1731400750,????? ????,"?-336,000.00","?-15,678.00",0,"? 320,322.00"
2,??????,73,????? ????? ???,1731410750,?????? ???,"?-35,000.00",? 0.00,0,"? 35,000.00"
2,??????,73,????? ????? ???,1731500750,?????? ???????,"?-200,000.00","?-4,995.90",-2340,"? 192,664.10"
2,??????,73,????? ????? ???,1731500780,???'????? ?????,"?-20,000.00","?-1,473.63",0,"? 18,526.37"
2,??????,73,????? ????? ???,1731600750,"????? ?.????,?.?????","?-125,000.00","?-32,784.50",-79324,"? 12,891.50"
2,??????,73,????? ????? ???,1731700780,????? ?????? ??????,"?-500,000.00","?-100,000.00",0,"? 400,000.00"
2,??????,73,????? ????? ???,1731800750,??????? ?????,"?-400,000.00","?-85,231.11",-114768.93,"? 199,999.96"
2,??????,73,????? ????? ???,1731900750,????? ?????,"?-144,000.00","?-1,170.00",0,"? 142,830.00"
2,??????,73,????? ????? ???,1732300750,????? ??????,"?-700,000.00","?-31,032.99",-42177.51,"? 626,789.50"
2,??????,73,????? ????? ???,1732300751,??????-????? ??????,"?-400,000.00","?-9,866.61",0,"? 390,133.39"
2,??????,73,????? ????? ???,1732500750,???? ?????? ??,"?-400,000.00","?-14,104.33",0,"? 385,895.67"
2,??????,73,????? ????? ???,1735500530,????? ??? ??? ??????,"?-300,000.00","?-34,338.58",-40452.09,"? 225,209.33"
,,,"????? ????? ??? ??""?",,,"?-6,702,000.00","?-723,322.93",-378820.86,"? 5,599,856.21"
2,??????,74,????? ???????,1741000110,???? ?????-???,"?-250,000.00","?-56,609.51",0,"? 193,390.49"
2,??????,74,????? ???????,1741000210,??? ????? ?????,"?-340,000.00","?-80,428.26",0,"? 259,571.74"
2,??????,74,????? ???????,1742000110,????? ??????-???,"?-165,000.00","?-42,939.99",0,"? 122,060.01"
2,??????,74,????? ???????,1742000420,"????? ?????-????? ??????,??????","?-394,000.00","?-109,176.43",-10066.39,"? 274,757.18"
2,??????,74,????? ???????,1742000421,????? ????,"?-15,000.00",? 0.00,0,"? 15,000.00"
2,??????,74,????? ???????,1742000432,????? ???,"?-175,000.00","?-7,538.00",0,"? 167,462.00"
2,??????,74,????? ???????,1742000742,"????? ,??????,?????,?.?????","?-84,000.00","?-4,278.00",-2714,"? 77,008.00"
2,??????,74,????? ???????,1742000781,?????? ???? ????????,"?-43,000.00",? 0.00,0,"? 43,000.00"
2,??????,74,????? ???????,1743100431,???? ????? ??????,"?-320,000.00","?-49,815.17",0,"? 270,184.83"
2,??????,74,????? ???????,1743100750,????? ?????? ?.??????,"?-218,000.00","?-28,113.86",-23121.68,"? 166,764.46"
2,??????,74,????? ???????,1745000810,????? ???? ??????,"?-15,000.00","?-14,964.00",0,? 36.00
2,??????,74,????? ???????,1746000750,???? ?????,"?-507,000.00","?-145,780.25",-8131.5,"? 353,088.25"
2,??????,74,????? ???????,1746000780,?????,"?-80,000.00","?-22,943.75",-8486.06,"? 48,570.19"
2,??????,74,????? ???????,1746100750,????? ??? - ????,"?-1,275,000.00","?-312,730.49",0,"? 962,269.51"
,,,"????? ??????? ??""?",,,"?-3,881,000.00","?-875,317.71",-52519.63,"? 2,953,162.66"
2,??????,76,??????? ???????? ?????,1769000440,???????,"?-410,000.00","?-205,770.40",-6109,"? 198,120.60"
,,,"??????? ???????? ????? ??""?",,,"?-410,000.00","?-205,770.40",-6109,"? 198,120.60"
2,??????,78,????? ??????,1781000110,???? ????? ????? ????? ??????,"?-170,000.00","?-35,380.50",0,"? 134,619.50"
2,??????,78,????? ??????,1781000210,????? ???,"?-280,000.00","?-70,566.42",0,"? 209,433.58"
2,??????,78,????? ??????,1781000940,????? ???? ???,"?-340,000.00","?-17,926.31",-168301.01,"? 153,772.68"
,,,"????? ?????? ??""?",,,"?-790,000.00","?-123,873.23",-168301.01,"? 497,825.76"
2,??????,81,?????,1812000110, ?????? ??????,"?-503,000.00","?-89,600.56",0,"? 413,399.44"
2,??????,81,?????,1812200430,????? ?? ????,"?-10,000.00","?-1,493.11",0,"? 8,506.89"
2,??????,81,?????,1812200470,?????? ?? ????,"?-12,000.00","?-1,306.50",-256,"? 10,437.50"
2,??????,81,?????,1812200752,????? ?????? ?????,"?-420,000.00",? 0.00,0,"? 420,000.00"
2,??????,81,?????,1812200780,??? ?????  ???'?????,"?-24,000.00",? 0.00,0,"? 24,000.00"
2,??????,81,?????,1812300430,????? ?? ?????,"?-10,000.00","?-1,494.58",0,"? 8,505.42"
2,??????,81,?????,1812300470,?????? ?? ?????,"?-12,000.00","?-2,367.21",0,"? 9,632.79"
2,??????,81,?????,1812400430,????? ?? ???,"?-5,000.00",? 0.00,0,"? 5,000.00"
2,??????,81,?????,1812400470,?????? ?? ???,"?-6,000.00",? 0.00,0,"? 6,000.00"
2,??????,81,?????,1812500210,??????-?????,? 0.00,"?-8,360.95",0,"?-8,360.95"
2,??????,81,?????,1812510750,????? ?????,"?-250,000.00","?-27,812.40",-175990.6,"? 46,197.00"
2,??????,81,?????,1813200810,????? ?'?? ????? ?????,"?-1,305,000.00","?-382,500.01",0,"? 922,499.99"
2,??????,81,?????,1813200811,??????? ???? ?????? ??'? ?????,"?-430,000.00",? 0.00,0,"? 430,000.00"
2,??????,81,?????,1813200812,"????'?????? ???""?-?.??????","?-75,000.00","?-16,387.50",0,"? 58,612.50"
2,??????,81,?????,1813200813,????'?????-????? ???????,"?-150,000.00",? 0.00,0,"? 150,000.00"
2,??????,81,?????,1813200820,????? ???? ???'?-????????,? 0.00,"?-13,127.50",0,"?-13,127.50"
2,??????,81,?????,1813800110,"?????? ??""? -???","?-12,000.00",? 0.00,0,"? 12,000.00"
2,??????,81,?????,1813800780,?????? ??? ?????,"?-60,000.00",?-200.00,0,"? 59,800.00"
2,??????,81,?????,1815000760,??? ????? - ?????? ???,"?-150,000.00",? 0.00,0,"? 150,000.00"
2,??????,81,?????,1817100110, ??'? ??? ???,"?-60,000.00","?-13,352.10",0,"? 46,647.90"
2,??????,81,?????,1817300110,"??? ??""?","?-207,000.00","?-41,306.37",0,"? 165,693.63"
2,??????,81,?????,1817300780,??'? ?????? ?????,"?-10,000.00","?-1,897.49",0,"? 8,102.51"
2,??????,81,?????,1817310781,?.???????-?????,"?-15,000.00",?-397.42,0,"? 14,602.58"
2,??????,81,?????,1817320750,??''??????-?.?????,"?-420,000.00","?-119,031.00",-205019.02,"? 95,949.98"
2,??????,81,?????,1817800750,???? ???????,"?-230,000.00","?-14,468.22",0,"? 215,531.78"
2,??????,81,?????,1817800780,???? ?????? ???????,"?-30,000.00","?-7,150.00",0,"? 22,850.00"
2,??????,81,?????,1819300780,?????? ?????-??? ???,"?-76,000.00",? 0.00,-5171.4,"? 70,828.60"
2,??????,81,?????,1819400780,?????? ?????,"?-15,000.00",? 0.00,0,"? 15,000.00"
,,,"????? ??""?",,,"?-4,497,000.00","?-742,252.92",-386437.02,"? 3,368,310.06"
2,??????,82,?????,1822000780,?????? ??????,"?-410,000.00","?-264,497.98",-104791.91,"? 40,710.11"
2,??????,82,?????,1823000470,????? ??????,"?-26,000.00","?-9,806.85",-3116.4,"? 13,076.75"
2,??????,82,?????,1823000780,?????-?????,"?-15,000.00","?-3,928.00",0,"? 11,072.00"
2,??????,82,?????,1823100110,??? ?????? ??????,"?-100,000.00","?-18,024.27",0,"? 81,975.73"
2,??????,82,?????,1824000430,???? ??????,"?-300,000.00","?-37,038.45",0,"? 262,961.55"
2,??????,82,?????,1824000750,???? ??????,"?-25,000.00",? 0.00,-2121.21,"? 22,878.79"
2,??????,82,?????,1824100110, ???? ?????,"?-220,000.00","?-53,902.69",0,"? 166,097.31"
2,??????,82,?????,1824200110,??? ????? ????????,"?-150,000.00","?-37,992.66",0,"? 112,007.34"
2,??????,82,?????,1824200750,?????? ?????,"?-2,500,000.00","?-659,942.00",-1558417.98,"? 281,640.02"
2,??????,82,?????,1824300480,???? ????? ????-???'?????,"?-80,000.00","?-20,797.00",-43839,"? 15,364.00"
2,??????,82,?????,1824300750,???? ????? ????-??'???????,"?-200,000.00","?-79,327.00",-120673,? 0.00
2,??????,82,?????,1824400430,??? ???????-?????,"?-25,000.00",?-59.89,-1170,"? 23,770.11"
2,??????,82,?????,1825400110,???-???? ??????,"?-80,000.00","?-17,142.84",0,"? 62,857.16"
2,??????,82,?????,1826000210,???? ?????-(????),"?-130,000.00","?-30,308.30",0,"? 99,691.70"
2,??????,82,?????,1826000434,????? ????,"?-300,000.00",? 0.00,0,"? 300,000.00"
2,??????,82,?????,1826000470,????? - ????,"?-220,000.00","?-47,630.51",-36168.2,"? 136,201.29"
2,??????,82,?????,1826000780,???? ????-?????? ?????,? 0.00,? 0.00,0,? 0.00
2,??????,82,?????,1826100780,????? ????????,"?-140,000.00","?-35,731.00",-57916.01,"? 46,352.99"
2,??????,82,?????,1826400110,????? ??? ????,"?-240,000.00","?-54,002.42",0,"? 185,997.58"
2,??????,82,?????,1826400210,???? ????? -????,"?-235,000.00","?-60,764.54",0,"? 174,235.46"
2,??????,82,?????,1826400480,?????? ?????-??? ????,"?-270,000.00","?-63,084.51",-61420.99,"? 145,494.50"
2,??????,82,?????,1826400530,?????? ????? ?????-?????,"?-65,000.00","?-9,263.14",0,"? 55,736.86"
2,??????,82,?????,1826400550,?????? ????? ??? ????,"?-50,000.00","?-6,974.00",0,"? 43,026.00"
2,??????,82,?????,1826400780,????? ?????? ???????????,"?-1,175,000.00","?-199,546.10",-352620.5,"? 622,833.40"
2,??????,82,?????,1826410110, ???? ?????,"?-180,000.00","?-50,494.17",0,"? 129,505.83"
2,??????,82,?????,1828000810,????? ??????? ????,"?-140,000.00","?-35,001.00",0,"? 104,999.00"
2,??????,82,?????,1828000811,????'??? ???? -??????,"?-30,000.00",? 0.00,-585,"? 29,415.00"
2,??????,82,?????,1829300780,?????? ?????,? 0.00,?-100.00,0,?-100.00
,,,"????? ??""?",,,"?-7,306,000.00","?-1,795,359.32",-2342840.2,"? 3,167,800.48"
2,??????,83,??????,1836000830,????' ???'?-??'?,"?-4,000.00",?-810.00,0,"? 3,190.00"
,,,"?????? ??""?",,,"?-4,000.00",?-810.00,0,"? 3,190.00"
2,??????,84,?????,1840000840,???? ??????,"?-480,000.00","?-37,924.00",0,"? 442,076.00"
2,??????,84,?????,1841000110,???-????? ?????? ????????,"?-162,000.00","?-39,916.59",0,"? 122,083.41"
2,??????,84,?????,1841000840,?????? ?????-?????,"?-32,000.00","?-15,532.44",-3584.56,"? 12,883.00"
2,??????,84,?????,1841100110,"??""? ????-???","?-82,000.00",? 0.00,0,"? 82,000.00"
2,??????,84,?????,1841100840,????? ????? ???????,"?-20,000.00",? 0.00,0,"? 20,000.00"
2,??????,84,?????,1844400110,???? ??????+,"?-125,000.00","?-28,416.30",0,"? 96,583.70"
2,??????,84,?????,1844400780,?????? +,"?-380,000.00","?-93,567.66",-140248.99,"? 146,183.35"
,,,"????? ??""?",,,"?-1,281,000.00","?-215,356.99",-143833.55,"? 921,809.46"
2,??????,85,??,1851000810,??????? ?????? ????,"?-568,000.00","?-135,597.25",0,"? 432,402.75"
,,,"?? ??""?",,,"?-568,000.00","?-135,597.25",0,"? 432,402.75"
2,??????,99,??????? ???? ??????,1991000310,????????? ?????,"?-1,320,000.00","?-295,826.50",0,"? 1,024,173.50"
2,??????,99,??????? ???? ??????,1991000311,????'??????-????,"?-1,000.00",?-261.00,0,? 739.00
2,??????,99,??????? ???? ??????,1991000312,??????-????'???'-???? ???,? 0.00,"? 57,560.11",0,"? 57,560.11"
2,??????,99,??????? ???? ??????,1992000320,??????,? 0.00,? 0.00,0,? 0.00
2,??????,99,??????? ???? ??????,1994000780,?????? ???? ??????,"?-20,000.00","?-1,160.00",0,"? 18,840.00"
2,??????,99,??????? ???? ??????,1995002860,????? ???????,"?-380,000.00",? 0.00,0,"? 380,000.00"
2,??????,99,??????? ???? ??????,1995002861,????? ?????? ????,"?-120,000.00",? 0.00,0,"? 120,000.00"
2,??????,99,??????? ???? ??????,1999000970,?????? ??????,"?-30,000.00",? 0.00,0,"? 30,000.00"
2,??????,99,??????? ???? ??????,1999000980,????? ?????,"?-273,000.00",? 0.00,0,"? 273,000.00"
,,,"??????? ???? ?????? ??""?",,,"?-2,144,000.00","?-239,687.39",0,"? 1,904,312.61"
,"?????? ??""?",,,,,"?-35,312,000.00","?-6,955,172.78",-4792475.87,"? 23,564,351.35"
,???? ????,,,,,? 0.00,"? 4,624,824.41",-4792475.87,"?-167,651.46"
